VARIABLE,LEVEL,LABEL,ORDER
EMO_WOOD,1,Strongly disagree,5
EMO_WOOD,2,Disagree,4
EMO_WOOD,3,Neither agree nor disagree,3
EMO_WOOD,4,Agree,2
EMO_WOOD,5,Strongly agree,1
EMO_WOOD_BOX2,0,0,0
EMO_WOOD_BOX2,1,1,1
FARM_2,0,No,2
FARM_2,1,Yes,1
FUT_CONTROL_BURN,1,Controlled burn/prescribed fire,5
FUT_CUT_PERS,1,Cut and/or remove trees for own use,2
FUT_CUT_SALE,1,Cut and/or remove trees for sale,1
FUT_DONTKNOW,1,Don't know,14
FUT_GRAZE,1,Livestock grazing,11
FUT_INS,1,Eliminate or reduce unwanted insects or diseases,7
FUT_INVA,1,Eliminate or reduce invasive plants,6
FUT_NONE,1,None,13
FUT_NTFP,1,Collect nontimber forest products,3
FUT_OTH,1,Other,12
FUT_RED_FIRE,1,Reduce fire hazard,4
FUT_ROAD,1,Road construction or maintenance,8
FUT_TRAIL,1,Trail construction or maintenance,9
FUT_WILD,1,Improve wildlife habitat,10
HELP_COST,1,Cost-share,1
HELP_NONE,1,None of the above,5
HELP_OTH,1,Other,4
HELP_TAX,1,More favorable tax policies,2
HELP_TIM,1,Stronger timber markets,3
HELP_TYPE_CONF,1,Conference/workshop,7
HELP_TYPE_EMAIL,1,Email,6
HELP_TYPE_NA,1,Don't want/need information,9
HELP_TYPE_NET,1,Internet,5
HELP_TYPE_OTH,1,Other,8
HELP_TYPE_TALK_EXP,1,Talk to expert,2
HELP_TYPE_TALK_NEIGH,1,Talk to neighbor,1
HELP_TYPE_VISIT,1,Site visit,3
HELP_TYPE_WRIT,1,Written material,4
HOME_2,0,No,2
HOME_2,1,Yes,1
INC_WOOD_CAT,0,0,0
INC_WOOD_CAT,1,1-4,1
INC_WOOD_CAT,5,5-19,5
INC_WOOD_CAT,20,20-49,20
INC_WOOD_CAT,50,50+,50
INC_WOOD,NA,Percentage,NA
INFO_EASE,1,Conservation easements,3
INFO_FIRE,1,Wildfire,6
INFO_INS,1,Insects/diseases,7
INFO_INVAS,1,Invasive plants,5
INFO_NONE,1,None,9
INFO_OTH,1,Other,8
INFO_TIM,1,Timber management,1
INFO_TRAN,1,Land transfer,2
INFO_WILD,1,Wildlife,4
KNOW_WOOD,1,Strongly disagree,5
KNOW_WOOD,2,Disagree,4
KNOW_WOOD,3,Neither agree nor disagree,3
KNOW_WOOD,4,Agree,2
KNOW_WOOD,5,Strongly agree,1
LEASE,0,No,2
LEASE,1,Yes,1
LEASE_5YR,-2,Not applicable,3
LEASE_5YR,0,No,2
LEASE_5YR,1,Yes,1
LEASE_ACT_GRAZE,1,Grazing,3
LEASE_ACT_HUNT,-2,Not applicable,5
LEASE_ACT_HUNT,1,Hunting,1
LEASE_ACT_OTH,1,Other,4
LEASE_ACT_REC,1,Recreation,2
MAN_CHILD,1,Children,3
MAN_FAM,1,Other family,5
MAN_FORESTER,1,Forester,8
MAN_OTH,1,Other,9
MAN_OWN,1,Owner,1
MAN_PARENT,1,Parent,4
MAN_PARTNER,1,Business partner,6
MAN_SPOUSE,1,Spouse,2
MAN_PLAN,0,No,2
MAN_PLAN,1,Yes,1
MAN_PLAN,9,Don't know,3
MAN_PLAN_IMPLEMENT,-2,Not applicable,3
MAN_PLAN_IMPLEMENT,0,No,2
MAN_PLAN_IMPLEMENT,1,Yes,1
MAN_PLAN_KNOW,1,Not at all familiar,5
MAN_PLAN_KNOW,2,Slightly familiar,4
MAN_PLAN_KNOW,3,Somewhat familiar,3
MAN_PLAN_KNOW,4,Moderately familiar,2
MAN_PLAN_KNOW,5,Extremely familiar,1
MAN_PLAN_WRITER,-2,Not applicable,7
MAN_PLAN_WRITER,1,Owner,1
MAN_PLAN_WRITER,2,Forester - private consultant,2
MAN_PLAN_WRITER,3,Forester - forest industry,3
MAN_PLAN_WRITER,4,Forester - state,4
MAN_PLAN_WRITER,5,Forester - federal,5
MAN_PLAN_WRITER,6,Other,6
NTFP_TYPE_DECO,1,Decorative,4
NTFP_TYPE_EDIB,1,Edibles,1
NTFP_TYPE_LAND,1,Landscaping,3
NTFP_TYPE_MEDI,1,Medicinal,2
NTFP_TYPE_NONE,1,None,6
NTFP_TYPE_OTH,1,Other,5
NTFP_WHY_OTH,1,Other,3
NTFP_WHY_PERS,1,Personal use,2
NTFP_WHY_SALE,-2,Not applicable,4
NTFP_WHY_SALE,1,Sale,1
OBJ_BEA,1,Not important,5
OBJ_BEA,2,Of little importance,4
OBJ_BEA,3,Moderately important,3
OBJ_BEA,4,Important,2
OBJ_BEA,5,Very important,1
OBJ_BEA,8,Not applicable,6
OBJ_NAT,1,Not important,5
OBJ_NAT,2,Of little importance,4
OBJ_NAT,3,Moderately important,3
OBJ_NAT,4,Important,2
OBJ_NAT,5,Very important,1
OBJ_NAT,8,Not applicable,6
OBJ_WAT,1,Not important,5
OBJ_WAT,2,Of little importance,4
OBJ_WAT,3,Moderately important,3
OBJ_WAT,4,Important,2
OBJ_WAT,5,Very important,1
OBJ_WAT,8,Not applicable,6
OBJ_WIL,1,Not important,5
OBJ_WIL,2,Of little importance,4
OBJ_WIL,3,Moderately important,3
OBJ_WIL,4,Important,2
OBJ_WIL,5,Very important,1
OBJ_WIL,8,Not applicable,6
OBJ_INV,1,Not important,5
OBJ_INV,2,Of little importance,4
OBJ_INV,3,Moderately important,3
OBJ_INV,4,Important,2
OBJ_INV,5,Very important,1
OBJ_INV,8,Not applicable,6
OBJ_PRI,1,Not important,5
OBJ_PRI,2,Of little importance,4
OBJ_PRI,3,Moderately important,3
OBJ_PRI,4,Important,2
OBJ_PRI,5,Very important,1
OBJ_PRI,8,Not applicable,6
OBJ_FAM,1,Not important,5
OBJ_FAM,2,Of little importance,4
OBJ_FAM,3,Moderately important,3
OBJ_FAM,4,Important,2
OBJ_FAM,5,Very important,1
OBJ_FAM,8,Not applicable,6
OBJ_CHILD,1,Not important,5
OBJ_CHILD,2,Of little importance,4
OBJ_CHILD,3,Moderately important,3
OBJ_CHILD,4,Important,2
OBJ_CHILD,5,Very important,1
OBJ_CHILD,8,Not applicable,6
OBJ_FIRE,1,Not important,5
OBJ_FIRE,2,Of little importance,4
OBJ_FIRE,3,Moderately important,3
OBJ_FIRE,4,Important,2
OBJ_FIRE,5,Very important,1
OBJ_FIRE,8,Not applicable,6
OBJ_TIM,1,Not important,5
OBJ_TIM,2,Of little importance,4
OBJ_TIM,3,Moderately important,3
OBJ_TIM,4,Important,2
OBJ_TIM,5,Very important,1
OBJ_TIM,8,Not applicable,6
OBJ_NTFP,1,Not important,5
OBJ_NTFP,2,Of little importance,4
OBJ_NTFP,3,Moderately important,3
OBJ_NTFP,4,Important,2
OBJ_NTFP,5,Very important,1
OBJ_NTFP,8,Not applicable,6
OBJ_HUNT,1,Not important,5
OBJ_HUNT,2,Of little importance,4
OBJ_HUNT,3,Moderately important,3
OBJ_HUNT,4,Important,2
OBJ_HUNT,5,Very important,1
OBJ_HUNT,8,Not applicable,6
OBJ_REC,1,Not important,5
OBJ_REC,2,Of little importance,4
OBJ_REC,3,Moderately important,3
OBJ_REC,4,Important,2
OBJ_REC,5,Very important,1
OBJ_REC,8,Not applicable,6
OWN1_AGE_CAT,18,$<$45,1
OWN1_AGE_CAT,45,45-54,2
OWN1_AGE_CAT,55,55-64,3
OWN1_AGE_CAT,65,65-74,4
OWN1_AGE_CAT,75,75+,5
OWN1_AGE,NA,Years,NA
OWN1_EDU,1,Less than 12th grade,1
OWN1_EDU,2,High school/GED,2
OWN1_EDU,3,Some college,3
OWN1_EDU,4,Associate degree,4
OWN1_EDU,5,Bachelor's degree,5
OWN1_EDU,6,Advanced degree,6
OWN1_ETH,0,No,2
OWN1_ETH,1,Yes,1
OWN1_GENDER,1,Male,1
OWN1_GENDER,2,Female,2
OWN1_RACE_ASIAN,1,Asian,2
OWN1_RACE_BLACK,1,Black/African American,3
OWN1_RACE_HAWAIIAN,1,Native Hawaiian/ Other Islander,4
OWN1_RACE_INDIAN,1,American Indian or Alaska Native,1
OWN1_RACE_WHITE,1,White,5
OWNERS_NUMBER_CAT,1,1,1
OWNERS_NUMBER_CAT,2,2,2
OWNERS_NUMBER_CAT,3,3-5,3
OWNERS_NUMBER_CAT,6,6-9,6
OWNERS_NUMBER_CAT,10,10+,10
OWNERS_NUMBER,NA,Number,NA
OWNTYPE,1,Individual,1
OWNTYPE,2,Joint (with spouse),2
OWNTYPE,3,Joint (other),3
OWNTYPE,4,Family LLC or LLP,4
OWNTYPE,5,Trust or estate,5
OWNTYPE,7,Other,7
PARC,-2,Not applicable,4
PARC,0,No,2
PARC,1,Yes,1
PARC,9,Do not know,3
PARC_MULTI,0,No,2
PARC_MULTI,1,Yes,1
POST,0,No,2
POST,1,Yes,1
POST_RESTR_HUNT,1,Hunting,2
POST_RESTR_OTH,1,Other,4
POST_RESTR_TRES,-2,Not applicable,9
POST_RESTR_TRES,1,Trespassing,1
POST_RESTR_VEH,1,Motorized vehicles,3
REC_HOW_BIKE,1,Biking,4
REC_HOW_CAMP,1,Camping,5
REC_HOW_FISH,1,Fishing,2
REC_HOW_HIKE,1,Hiking/walking,3
REC_HOW_HORSE,1,Horseback riding,6
REC_HOW_HUNT,-2,Not applicable,10
REC_HOW_HUNT,1,Hunting,1
REC_HOW_OHV,1,Off-road vehicles,8
REC_HOW_OTH,1,Other,9
REC_HOW_SKI,1,Skiing/snowshoeing,7
REC_WHO_CHILD,1,Children,2
REC_WHO_FAM,1,Other family,3
REC_WHO_FRND,1,Friends,4
REC_WHO_NEIGH,1,Neighbors,5
REC_WHO_NONE,1,Nobody,9
REC_WHO_OTH,1,Other,8
REC_WHO_OWN,1,Owner and/or spouse,1
REC_WHO_PUB_FEE,1,General public (free),6
REC_WHO_PUB_FREE,1,General public (for fee),7
TAX,0,No,2
TAX,1,Yes,1
TAX,9,Don't know,3
TAX_KNOW,1,Not at all familiar,5
TAX_KNOW,2,Slightly familiar,4
TAX_KNOW,3,Somewhat familiar,3
TAX_KNOW,4,Moderately familiar,2
TAX_KNOW,5,Extremely familiar,1
TENURE_CAT,0,$<$10,0
TENURE_CAT,10,10-24,10
TENURE_CAT,25,25-49,25
TENURE_CAT,50,50+,50
TENURE,NA,Years,NA
TRAN,0,No,2
TRAN,1,Yes,1
TRAN_FUT,1,Extremely unlikely,5
TRAN_FUT,2,Unlikely,4
TRAN_FUT,3,Undecided,3
TRAN_FUT,4,Likely,2
TRAN_FUT,5,Extremely likely,1
TRAN_FUT_TO_BUS,1,Business,4
TRAN_FUT_TO_CHILD,1,Children,1
TRAN_FUT_TO_DONTKNOW,1,Don't know,7
TRAN_FUT_TO_FAM,1,Other family,2
TRAN_FUT_TO_GOV,1,Government agency,5
TRAN_FUT_TO_INDIV,1,Other individual,3
TRAN_FUT_TO_OTH,1,Other,6
TRAN_RECENT,-2,Not applicable,3
TRAN_RECENT,0,No,2
TRAN_RECENT,1,Yes,1
TRAN_TO_BUS,1,Business,4
TRAN_TO_CHILD,1,Children,1
TRAN_TO_FAM,1,Other family,2
TRAN_TO_GOV,1,Government,5
TRAN_TO_INDIV,1,Other individual,3
TRAN_TO_OTH,1,Other,6
TRAN_TO_CHILD,-2,Not applicable,7
WANT_KNOW_WOOD,1,Strongly disagree,5
WANT_KNOW_WOOD,2,Disagree,4
WANT_KNOW_WOOD,3,Neither agree nor disagree,3
WANT_KNOW_WOOD,4,Agree,2
WANT_KNOW_WOOD,5,Strongly agree,1
WOOD_COMMUNITY,1,Strongly disagree,5
WOOD_COMMUNITY,2,Disagree,4
WOOD_COMMUNITY,3,Neither agree nor disagree,3
WOOD_COMMUNITY,4,Agree,2
WOOD_COMMUNITY,5,Strongly agree,1
TOTAL,1,FFOs,1
